7 175 571 201 75 151 5	5
7 176 571 200 76 152 5	5
7 177 571 199 76 152 5	5
7 178 571 198 76 153 5	5
7 179 571 198 76 153 5	5
7 180 571 197 77 154 5	5
7 181 570 197 77 154 5	7
7 182 570 197 77 154 5	7
7 183 570 196 77 154 5	7
7 184 569 196 77 154 5	7
7 185 568 196 77 154 5	7
7 186 568 197 76 153 5	7
7 187 567 197 76 152 5	7
7 188 566 197 76 152 5	7
7 189 565 198 76 152 5	7
7 190 564 198 75 151 5	7
7 191 562 198 75 151 5	7
7 192 561 198 75 151 5	7
7 193 560 198 75 151 5	7
7 194 559 197 75 151 5	7
7 195 558 197 75 151 5	7
7 196 557 196 76 152 5	7
7 197 556 196 76 152 5	7
7 198 556 195 76 152 5	7
7 199 555 195 76 152 5	7
7 200 555 194 76 153 5	7
7 201 554 194 76 153 5	7
7 202 554 193 76 153 5	7
7 203 554 193 76 153 5	7
7 204 554 193 76 153 5	7
7 205 554 192 77 154 5	7
7 206 553 192 77 154 5	7
7 207 553 192 77 154 5	7
7 208 553 192 77 154 5	7
7 209 554 192 77 154 5	7
7 210 554 192 76 153 5	7
7 211 554 192 76 153 5	7
7 212 554 192 76 153 5	7
7 213 553 192 76 152 5	7
7 214 553 192 75 151 5	7
7 215 553 191 75 151 5	7
7 216 552 191 75 150 5	7
7 217 552 191 75 150 5	7
7 218 551 190 74 149 5	7
7 219 551 190 74 149 5	7
7 220 551 189 74 148 5	7
7 221 550 189 74 148 5	7
7 222 550 189 74 148 5	7
7 223 549 188 74 148 5	7
7 224 549 188 74 148 5	7
7 225 548 188 73 147 5	7
7 226 548 187 73 147 5	7
7 227 547 187 73 147 5	7
7 228 547 187 73 146 5	7
7 229 546 187 73 146 5	7
7 230 545 187 72 145 5	7
7 231 545 187 72 145 5	7
7 232 544 187 72 144 5	7
7 233 543 187 71 143 5	7
7 234 543 187 71 143 5	7
7 235 542 187 71 142 5	7
7 236 542 188 71 142 5	7
7 237 542 188 70 141 5	7
7 238 541 188 70 141 5	7
7 239 541 188 70 140 5	7
7 240 541 188 70 140 5	7
7 241 541 188 69 139 5	7
7 242 541 187 69 139 5	7
7 243 542 187 69 139 5	7
7 244 542 187 69 138 5	7
7 245 543 187 69 138 5	7
7 246 543 187 69 138 5	7
7 247 544 187 69 138 5	7
7 248 544 187 69 138 5	7
7 249 545 187 69 138 5	7
7 250 546 187 69 138 5	7
7 251 547 187 69 138 5	7
7 252 547 187 69 138 5	7
7 253 548 187 69 138 5	7
7 254 549 186 69 138 5	7
7 255 549 186 69 138 5	7
7 256 549 185 69 138 5	7
7 257 550 185 69 138 5	7
7 258 550 185 68 137 5	7
7 259 550 185 68 137 5	7
7 260 551 184 68 137 5	7
7 261 551 184 68 137 5	7
7 262 551 184 68 137 5	7
7 263 551 184 68 137 5	7
7 264 551 184 68 136 5	7
7 265 551 184 68 136 5	7
7 266 551 184 68 136 5	7
7 267 551 185 67 135 5	7
7 268 551 185 67 135 5	7
7 269 551 185 67 134 5	7
7 270 552 185 67 134 5	7
7 271 553 185 66 133 5	7
7 272 553 184 66 133 5	7
7 273 554 184 66 133 5	7
7 274 555 184 66 133 5	7
7 275 556 184 66 132 5	7
7 276 557 184 66 132 5	7
7 277 558 184 66 132 5	7
7 278 560 184 65 131 5	7
7 279 561 184 65 131 5	7
7 280 562 184 65 131 5	7
7 281 563 184 65 130 5	7
7 282 564 184 65 130 5	7
7 283 565 184 65 130 5	7
7 284 566 184 64 129 5	7
7 285 567 184 64 129 5	7
7 286 568 185 64 129 5	7
7 287 569 185 64 129 5	7
7 288 569 185 64 129 5	7
7 289 570 185 64 129 5	7
7 290 570 184 64 129 5	7
7 291 571 184 64 129 5	7
7 292 571 184 65 130 5	7
7 293 572 183 65 130 5	7
7 294 573 183 65 130 5	7
7 295 574 183 65 130 5	7
7 296 575 183 65 130 5	7
7 297 575 182 65 130 5	7
7 298 576 182 64 129 5	7
7 299 577 181 64 129 5	7
7 300 578 181 64 129 5	7
7 301 579 181 64 129 5	8
