3 1 507 184 102 205 5	3
3 2 509 184 103 206 5	3
3 3 511 183 103 207 5	3
3 4 513 183 103 207 5	3
3 5 515 183 104 208 5	3
3 6 517 182 104 209 5	3
3 7 518 182 105 210 5	3
3 8 520 181 105 210 5	3
3 9 521 180 105 211 5	3
3 10 522 180 105 211 5	3
3 11 521 178 106 212 5	3
3 12 521 177 106 212 5	3
3 13 521 176 106 213 5	3
3 14 521 175 106 213 5	3
3 15 521 174 107 214 5	3
3 16 521 173 107 214 5	3
3 17 522 173 107 215 5	3
3 18 522 173 107 215 5	3
3 19 523 173 108 216 5	3
3 20 523 174 108 216 5	3
3 21 524 175 108 216 5	4
3 22 525 176 108 216 5	4
3 23 525 177 108 216 5	4
3 24 525 179 108 216 5	4
3 25 524 180 107 215 5	4
3 26 523 181 107 215 5	4
3 27 522 182 107 214 5	4
3 28 521 183 107 214 5	4
3 29 520 184 106 213 5	4
3 30 519 185 106 212 5	4
3 31 517 186 105 211 5	3
3 32 515 187 105 211 5	3
3 33 513 188 105 210 5	3
3 34 511 188 105 210 5	3
3 35 509 188 104 209 5	3
3 36 508 188 104 209 5	3
3 37 506 187 104 209 5	3
3 38 505 187 104 209 5	3
3 39 504 186 105 210 5	3
3 40 504 185 105 210 5	3
3 41 503 184 105 211 5	3
3 42 502 183 106 212 5	3
3 43 501 182 106 213 5	3
3 44 501 181 107 214 5	3
3 45 500 181 107 214 5	3
3 46 500 180 107 215 5	3
3 47 500 181 108 216 5	3
3 48 500 181 108 216 5	3
3 49 500 181 108 217 5	3
3 50 499 181 108 217 5	3
3 51 499 182 108 217 5	3
3 52 499 182 108 217 5	3
3 53 500 183 108 217 5	3
3 54 500 184 108 217 5	3
3 55 501 185 108 216 5	3
3 56 501 186 108 216 5	3
3 57 501 186 108 217 5	3
3 58 501 186 108 217 5	3
3 59 501 186 109 218 5	3
3 60 499 185 109 219 5	3
3 61 498 184 110 220 5	5
3 62 496 183 110 221 5	5
3 63 494 181 111 223 5	5
3 64 492 180 112 225 5	5
3 65 490 178 113 226 5	5
3 66 488 177 114 228 5	5
3 67 486 176 115 230 5	5
3 68 484 175 116 232 5	5
3 69 482 174 117 234 5	5
3 70 480 174 118 236 5	5
3 71 478 173 119 238 5	5
3 72 476 172 120 240 5	5
3 73 474 171 120 241 5	5
3 74 472 170 121 243 5	5
3 75 469 169 122 245 5	5
3 76 466 168 123 247 5	5
3 77 463 166 124 249 5	5
3 78 461 164 125 251 5	5
3 79 458 162 126 253 5	5
3 80 456 160 127 255 5	5
3 81 454 159 128 257 5	5
3 101 432 153 132 265 5	5
3 102 430 154 132 264 5	5
3 103 428 154 131 263 5	5
3 104 426 154 131 263 5	5
3 179 157 132 161 323 5	5
