3 82 453 157 129 258 2	5
3 83 452 156 130 260 2	5
3 84 452 155 130 261 2	5
3 85 451 154 131 263 2	5
3 86 451 152 132 264 2	5
3 87 450 151 132 265 2	5
3 88 450 150 133 267 2	5
3 89 449 148 134 269 2	5
3 90 449 147 135 271 2	5
3 91 448 146 136 272 2	3
3 92 447 146 136 272 2	3
3 93 446 146 136 272 2	3
3 94 444 146 136 272 2	3
3 95 443 147 135 271 2	3
3 96 442 148 135 270 2	3
3 97 440 149 134 269 2	3
3 98 438 150 134 268 2	3
3 99 436 151 133 267 2	3
3 100 434 152 133 266 2	3
3 105 424 154 132 264 2	5
3 106 422 154 132 265 2	5
3 107 420 153 133 266 2	5
3 108 417 153 134 268 2	5
3 109 414 153 134 269 2	5
3 110 411 152 135 271 2	5
3 111 408 152 136 272 2	4
3 112 404 152 137 274 2	4
3 113 401 151 137 275 2	4
3 114 397 151 138 276 2	4
3 115 394 151 139 278 2	4
3 116 391 151 139 278 2	4
3 117 388 151 139 279 2	4
3 118 386 150 139 279 2	4
3 119 383 150 140 280 2	4
3 120 381 150 139 279 2	4
3 121 379 151 139 279 2	4
3 122 377 151 139 278 2	4
3 123 376 151 139 278 2	4
3 124 374 152 138 277 2	4
3 125 371 152 138 276 2	4
3 126 369 152 137 275 2	4
3 127 366 153 137 275 2	4
3 128 363 153 137 275 2	4
3 129 360 153 137 274 2	4
3 130 356 154 137 274 2	4
3 131 353 154 137 274 2	4
3 132 350 155 137 274 2	4
3 133 347 156 137 275 2	4
3 134 344 156 137 275 2	4
3 135 341 157 137 275 2	4
3 136 338 157 138 276 2	4
3 137 336 157 138 277 2	4
3 138 333 158 139 278 2	4
3 139 330 158 139 278 2	4
3 140 328 158 139 279 2	4
3 141 325 158 140 280 2	4
3 142 323 158 140 281 2	4
3 143 320 158 141 282 2	4
3 144 316 158 141 283 2	4
3 145 313 158 142 284 2	4
3 146 310 158 142 285 2	4
3 147 307 157 143 286 2	4
3 148 304 157 143 287 2	4
3 149 301 156 143 287 2	4
3 150 298 156 144 288 2	4
3 151 295 155 144 289 2	4
3 152 292 154 145 290 2	4
3 153 289 153 145 291 2	4
3 154 286 151 146 292 2	4
3 155 283 150 146 293 2	4
3 156 279 149 147 294 2	4
3 157 276 148 147 295 2	4
3 158 272 146 148 296 2	4
3 159 267 146 148 297 2	4
3 160 262 145 148 297 2	4
3 161 256 145 149 298 2	4
3 162 249 144 149 299 2	4
3 163 242 144 149 299 2	4
3 164 234 144 150 300 2	4
3 165 226 144 150 301 2	4
3 166 218 144 151 302 2	4
3 167 210 144 152 304 2	4
3 168 203 143 153 306 2	4
3 169 196 142 154 308 2	4
3 170 189 141 155 310 2	4
3 171 184 139 156 312 2	5
3 172 179 138 157 314 2	5
3 173 175 137 158 316 2	5
3 174 171 136 159 318 2	5
3 175 168 134 160 320 2	5
3 176 165 133 160 321 2	5
3 177 163 133 161 322 2	5
3 178 160 132 161 323 2	5
3 180 153 132 162 324 2	5
3 181 148 132 162 324 2	5
3 182 143 133 162 325 2	5
3 183 138 133 162 325 2	5
3 184 132 133 163 326 2	5
3 185 125 133 163 326 2	5
3 186 119 133 163 326 2	5
3 187 113 134 163 326 2	5
3 188 107 135 162 325 2	5
3 189 101 135 162 325 2	5
3 190 96 136 162 324 2	5
3 191 91 137 161 323 2	5
3 192 86 137 161 322 2	5
3 193 81 138 160 321 2	5
3 194 76 138 160 320 2	5
3 195 72 138 159 319 2	5
3 196 68 138 159 319 2	5
3 197 63 138 159 318 2	5
3 198 58 138 159 318 2	5
3 199 52 138 159 318 2	5
3 200 47 137 159 318 2	5
3 201 41 137 159 319 2	5
3 202 35 136 159 319 2	5
3 203 29 135 160 320 2	5
3 204 23 134 160 320 2	5
3 205 18 134 160 320 2	5
3 206 14 134 159 319 2	5
3 207 10 134 159 318 2	5
3 208 6 135 158 316 2	5
3 209 3 135 157 314 2	5
3 210 0 136 156 312 2	5
3 211 -3 137 155 310 2	5
3 212 -5 137 154 308 2	5
3 213 -8 138 152 305 2	5
