5 105 624 161 92 184 5	4
5 106 621 163 93 186 5	4
5 107 618 164 94 188 5	4
5 108 615 165 94 189 5	4
5 109 612 165 95 191 5	4
5 110 609 166 96 192 5	4
5 111 607 166 96 193 5	6
5 112 604 167 97 195 5	6
5 113 602 167 98 196 5	6
5 114 599 167 98 196 5	6
5 115 597 167 98 197 5	6
5 116 594 167 99 198 5	6
5 117 592 166 99 198 5	6
5 118 590 165 99 199 5	6
5 119 588 164 99 199 5	6
5 120 586 163 99 199 5	6
5 121 585 162 99 199 5	6
5 122 584 161 99 199 5	6
5 123 583 160 99 198 5	6
5 124 582 159 99 198 5	6
5 126 581 158 98 197 5	6
5 127 579 158 98 197 5	6
5 128 578 158 98 196 5	6
5 130 576 159 97 195 5	6
5 131 575 160 97 194 5	5
5 132 573 161 97 194 5	5
5 133 572 161 96 193 5	5
5 134 570 162 96 192 5	5
5 135 568 163 96 192 5	5
5 136 565 164 95 191 5	5
5 137 562 166 95 190 5	5
5 138 560 167 94 189 5	5
5 139 558 168 94 189 5	5
5 140 556 170 94 188 5	5
5 141 553 171 93 187 5	6
5 142 551 172 93 186 5	6
5 143 549 173 92 185 5	6
5 144 546 173 92 185 5	6
5 145 544 174 92 185 5	6
5 146 541 174 92 185 5	6
5 147 539 174 92 184 5	6
5 148 538 175 92 184 5	6
5 149 536 175 92 184 5	6
5 150 534 175 92 184 5	6
5 151 533 175 92 184 5	6
5 152 532 174 92 184 5	6
5 153 530 174 92 184 5	6
5 154 529 173 91 183 5	6
5 155 527 173 91 183 5	6
5 156 526 172 91 183 5	6
5 157 525 172 91 182 5	6
5 158 524 171 91 182 5	6
5 159 522 170 91 182 5	6
5 160 520 170 91 182 5	6
5 161 518 169 91 182 5	6
5 162 517 169 91 182 5	6
5 164 514 170 90 181 5	6
5 165 512 171 90 181 5	6
5 166 511 171 90 181 5	6
5 167 510 172 90 181 5	6
5 168 509 173 90 181 5	6
5 169 509 173 90 181 5	6
5 170 509 173 90 181 5	6
5 171 508 173 90 181 5	7
5 172 508 173 91 182 5	7
5 173 508 172 91 182 5	7
5 174 508 172 91 183 5	7
5 175 508 171 92 184 5	7
5 176 507 170 92 184 5	7
5 177 507 170 92 185 5	7
5 178 507 169 92 185 5	7
5 179 506 169 93 186 5	7
5 180 506 169 93 186 5	7
5 181 504 169 93 186 5	7
5 182 503 169 93 186 5	7
5 183 501 169 92 185 5	7
5 184 500 170 92 185 5	7
5 185 498 170 92 184 5	7
5 186 496 170 91 183 5	7
5 187 494 171 91 183 5	7
