6 139 275 168 122 244 2	8
6 140 270 166 124 248 2	8
6 141 266 165 126 252 2	4
6 142 261 164 127 255 2	4
6 143 257 163 129 258 2	4
6 144 253 162 130 260 2	4
6 145 249 162 131 262 2	4
6 146 245 162 132 264 2	4
6 147 241 163 132 265 2	4
6 148 238 164 132 265 2	4
6 149 234 165 132 265 2	4
6 150 231 167 132 264 2	4
6 151 228 168 131 263 2	4
6 152 225 169 131 262 2	4
6 153 222 170 130 261 2	4
6 154 219 170 130 260 2	4
6 155 216 171 129 258 2	4
6 156 213 171 128 257 2	4
6 157 210 171 128 256 2	4
6 158 207 171 128 256 2	4
6 159 202 170 128 256 2	4
6 160 197 169 128 257 2	4
6 161 191 169 129 258 2	4
6 162 185 168 129 259 2	4
6 163 179 168 130 261 2	4
6 164 172 167 131 263 2	4
6 165 166 167 132 264 2	4
6 166 160 167 133 266 2	4
6 167 154 167 134 268 2	4
6 168 149 167 135 270 2	4
6 169 143 166 135 271 2	4
6 170 138 166 136 272 2	4
6 171 134 166 136 272 2	4
6 172 130 167 136 272 2	4
6 173 126 167 136 272 2	4
6 174 123 167 135 271 2	4
6 175 119 167 135 270 2	4
6 176 115 168 134 269 2	4
6 177 112 168 134 269 2	4
6 178 108 168 134 268 2	4
6 179 104 169 133 267 2	4
6 180 101 169 133 267 2	4
6 181 97 170 133 266 2	5
6 182 93 170 132 265 2	5
6 183 89 171 132 264 2	5
6 184 84 172 131 263 2	5
6 185 79 173 131 263 2	5
6 186 74 173 131 263 2	5
6 187 68 172 132 264 2	5
6 188 62 172 132 265 2	5
6 189 56 171 133 267 2	5
6 190 50 169 134 269 2	5
6 191 44 168 135 271 2	5
6 192 37 166 137 274 2	5
6 193 31 164 138 277 2	5
6 194 24 161 140 280 2	5
6 195 17 159 142 284 2	5
6 196 10 156 144 289 2	5
6 197 2 152 146 293 2	5
