4 63 383 167 110 220 2	5
4 64 384 168 110 220 2	5
4 65 384 169 110 221 2	5
4 66 385 170 110 221 2	5
4 71 388 173 112 225 2	3
4 72 389 173 112 225 2	3
4 73 389 174 113 226 2	3
4 74 390 174 114 228 2	3
4 75 390 174 114 229 2	3
4 76 390 175 115 230 2	3
4 77 391 175 115 231 2	3
4 78 391 175 116 232 2	3
4 79 392 175 116 232 2	3
4 80 393 175 116 232 2	3
4 81 393 174 117 234 2	3
4 82 394 173 118 236 2	3
4 83 393 172 119 238 2	3
4 84 393 172 119 239 2	3
4 85 392 171 120 240 2	3
4 86 391 170 120 241 2	3
4 87 391 169 120 241 2	3
4 88 390 169 120 241 2	3
4 89 390 169 119 239 2	3
4 90 389 170 119 238 2	3
4 91 389 170 118 236 2	3
4 92 389 171 117 234 2	3
4 93 389 172 116 232 2	3
4 94 390 173 115 230 2	3
4 95 390 174 114 229 2	3
4 96 390 175 113 227 2	3
4 97 390 176 113 227 2	3
4 98 389 176 113 227 2	3
4 99 388 176 114 229 2	3
4 100 387 175 116 232 2	3
4 101 386 174 117 234 2	3
4 102 384 173 118 237 2	3
4 103 383 172 120 240 2	3
4 104 381 171 121 243 2	3
4 105 379 170 122 245 2	3
4 106 376 169 123 247 2	3
4 107 373 169 124 249 2	3
4 108 370 168 125 251 2	3
4 109 366 168 126 252 2	3
4 110 361 168 126 253 2	3
4 111 357 168 127 254 2	4
4 112 352 168 127 255 2	4
4 113 347 167 128 257 2	4
4 114 341 167 129 258 2	4
4 115 335 167 129 259 2	4
4 116 329 167 130 260 2	4
4 117 322 167 130 261 2	4
4 118 315 166 131 262 2	4
4 119 308 166 131 262 2	4
