2 71 348 183 101 202 2	3
2 72 346 184 101 202 2	3
2 73 344 185 101 202 2	3
2 74 342 186 100 201 2	3
2 75 340 186 100 201 2	3
2 76 338 186 100 201 2	3
2 77 336 186 101 202 2	3
2 78 334 186 101 202 2	3
2 79 332 185 101 203 2	3
2 80 330 184 102 204 2	3
2 81 328 184 102 205 2	3
2 82 326 183 103 206 2	3
2 83 325 182 103 207 2	3
2 84 323 181 104 208 2	3
2 85 322 180 104 209 2	3
2 86 320 179 105 210 2	3
2 87 319 179 105 211 2	3
2 88 318 178 106 212 2	3
2 89 316 177 106 212 2	3
2 90 315 177 106 213 2	3
2 91 314 176 106 213 2	4
2 92 313 176 107 214 2	4
2 93 311 176 107 215 2	4
2 94 310 175 107 215 2	4
2 95 309 175 108 216 2	4
2 96 307 175 108 216 2	4
2 97 306 175 108 217 2	4
2 98 305 175 108 217 2	4
2 99 303 176 108 217 2	4
2 100 301 176 108 217 2	4
2 101 299 176 109 218 2	4
2 102 297 176 109 218 2	4
2 103 295 177 109 218 2	4
2 104 293 177 109 218 2	4
2 105 292 178 109 218 2	4
2 106 290 179 108 217 2	4
2 107 288 180 108 217 2	4
2 108 286 181 108 217 2	4
2 109 284 181 108 217 2	4
2 110 281 182 108 217 2	4
2 111 278 183 108 217 2	4
2 112 275 184 108 217 2	4
2 113 272 184 109 218 2	4
2 114 268 184 109 219 2	4
2 115 265 184 110 220 2	4
2 116 261 183 110 221 2	4
2 117 258 182 111 222 2	4
2 118 254 181 111 223 2	4
2 119 251 180 112 224 2	4
2 120 247 179 113 226 2	4
2 121 244 177 113 227 2	4
2 122 241 176 114 229 2	4
2 123 238 175 115 230 2	4
2 124 234 173 116 232 2	4
2 125 231 172 117 234 2	4
2 126 228 171 117 235 2	4
2 127 224 169 118 237 2	4
2 128 220 168 119 239 2	4
2 129 217 167 121 242 2	4
2 130 214 166 122 244 2	4
2 131 211 166 122 245 2	4
2 132 208 166 123 247 2	4
2 133 206 166 124 249 2	4
2 134 203 166 125 250 2	4
2 135 200 167 126 252 2	4
2 136 198 167 126 253 2	4
2 137 195 168 127 255 2	4
2 138 192 168 128 256 2	4
2 139 188 169 129 258 2	4
2 140 185 169 130 260 2	4
2 141 180 169 131 263 2	4
2 142 176 169 132 265 2	4
2 143 171 168 134 268 2	4
2 144 165 168 135 270 2	4
2 145 160 168 136 273 2	4
2 146 155 168 137 275 2	4
2 147 150 168 138 277 2	4
2 148 145 167 139 279 2	4
2 149 140 167 140 281 2	4
2 150 134 166 141 283 2	4
2 151 129 165 142 285 2	4
2 152 123 164 144 288 2	4
2 153 116 162 145 290 2	4
2 154 110 160 146 293 2	4
2 155 103 158 147 295 2	4
2 156 97 156 149 298 2	4
2 157 90 154 150 301 2	4
2 158 83 152 152 304 2	4
2 159 75 151 153 306 2	4
2 160 68 150 154 308 2	4
2 161 61 150 154 309 2	4
2 162 55 150 155 310 2	3
2 163 48 151 155 311 2	3
2 164 41 152 155 311 2	3
2 165 35 154 155 310 2	3
2 166 29 156 154 309 2	3
2 167 23 158 154 308 2	3
2 168 16 161 153 306 2	3
2 169 10 164 152 304 2	3
